batch_size,epochs,filename,i,loss_func,model_name,model_updates,mse,mse_input,noise,optimizer_name,seed,stoppage_early,total_time,train_loss
1000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_32.337119484251296.pth,176,MSELoss(),SHO_Fitter_original_data,5530,0.4402991831302643,32.6885871887207,7,Adam,43,False,54.82957887649536,32.337119484251296
1000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_32.33268921987878.pth,177,MSELoss(),SHO_Fitter_original_data,5530,0.4535684287548065,32.6885871887207,7,Adam,44,False,55.13442397117615,32.33268921987878
1000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_32.336246072970056.pth,178,MSELoss(),SHO_Fitter_original_data,5530,0.4426191747188568,32.6885871887207,7,Adam,45,False,55.427162408828735,32.336246072970056
1000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_32.34932289645076.pth,179,MSELoss(),SHO_Fitter_original_data,5530,0.4300696849822998,32.6885871887207,7,Adam,46,False,55.136982679367065,32.34932289645076
10000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_0.04061566206979074.pth,18,MSELoss(),SHO_Fitter_original_data,555,0.039743684232234955,0.0,0,Adam,0,False,15.861976623535156,0.04061566206979074
5000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_32.38887197648486.pth,180,MSELoss(),SHO_Fitter_original_data,1110,0.38521862030029297,32.6885871887207,7,Adam,0,False,29.284270524978638,32.38887197648486
5000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_32.39481000574651.pth,181,MSELoss(),SHO_Fitter_original_data,1110,0.3812447786331177,32.6885871887207,7,Adam,41,False,29.56352162361145,32.39481000574651
5000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_32.38913498943051.pth,182,MSELoss(),SHO_Fitter_original_data,1110,0.4064476788043976,32.6885871887207,7,Adam,43,False,29.187806129455566,32.38913498943051
5000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_32.384230075473035.pth,183,MSELoss(),SHO_Fitter_original_data,1110,0.38057446479797363,32.6885871887207,7,Adam,44,False,29.59723997116089,32.384230075473035
5000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_32.3981969849103.pth,184,MSELoss(),SHO_Fitter_original_data,1110,0.37665560841560364,32.6885871887207,7,Adam,45,False,29.658523559570312,32.3981969849103
5000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_32.43221606479751.pth,185,MSELoss(),SHO_Fitter_original_data,1110,0.350807785987854,32.6885871887207,7,Adam,46,False,29.604357957839966,32.43221606479751
10000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_32.44621667597029.pth,186,MSELoss(),SHO_Fitter_original_data,555,0.3501022458076477,32.6885871887207,7,Adam,0,False,15.988054275512695,32.44621667597029
10000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_32.454556395058276.pth,187,MSELoss(),SHO_Fitter_original_data,555,0.34092792868614197,32.6885871887207,7,Adam,41,False,15.865999937057495,32.454556395058276
10000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_32.432688393526604.pth,188,MSELoss(),SHO_Fitter_original_data,555,0.3495771586894989,32.6885871887207,7,Adam,43,False,15.946473121643066,32.432688393526604
10000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_32.42271191847545.pth,189,MSELoss(),SHO_Fitter_original_data,555,0.36304402351379395,32.6885871887207,7,Adam,44,False,15.9300217628479,32.42271191847545
10000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_0.04032855207845353.pth,19,MSELoss(),SHO_Fitter_original_data,555,0.039788804948329926,0.0,0,Adam,41,False,15.813366651535034,0.04032855207845353
